tokenizer,language,sentences,tokens_per_word,tokens_per_utf8_byte,tokens_per_sentence
gpt2,English,200,1.2486162361623616,0.2085998304692918,27.07
gpt2,Hindi,200,7.698627450980392,0.5923897463751716,196.315
gpt2,Kannada,200,22.035944700460828,0.9757447966263093,358.635
gpt2,Tamil,200,24.22538162226878,0.9928240229631266,404.685
xlm-roberta-base,English,200,1.3999077490774907,0.23387531787007784,30.35
xlm-roberta-base,Hindi,200,1.508627450980392,0.11608503447547489,38.47
xlm-roberta-base,Kannada,200,2.5597542242703533,0.1133451231125017,41.66
xlm-roberta-base,Tamil,200,2.439090092786591,0.09996074679227693,40.745
